Advertiser name,Category,Manufacturer,Product code,Product name,Product description,Product affiliate link,Product picture,Price without VAT,Price with VAT,"Price with discount, with VAT","Price with discount, without VAT",Currency,Free shipping,Gift included
revita.bg,Начало,Aromandise,012372 (BIO7) AMRD,"Пръчици за горене с аромат на пачули и здравец, 30 бр.","Ароматни пръчици за горене, които съчетават дълбокия, землист аромат на пачули със свежите и цветни нотки на здравец. Те създават балансираща и хармонизираща атмосфера, подходяща за релаксация, медитация и енергийно пречистване",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fprachici-za-gorene-s-aromat-na-pachuli-i-zdravec-30-br,http://revita.bg/img/p/1/3/1/7/0/13170.jpg,17.79,17.79,,,EUR,0,0
revita.bg,Начало,Aromandise,100134 (THEK1) ARMD,"Клонки от зелен чай Кукича, 80 g","Зеленият чай от печени клонки Kukicha се прави от чаени издънки, родени 3 сезона по-рано: затова се нарича ""3-годишен чай"". Този японски чай има сладък и малцов вкус, много утоляващ жаждата и успокояващ, с аромат на лешник. С ниско съдържание на теин",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fklonki-ot-zelen-chaj-kukicha-80-g,http://revita.bg/img/p/1/2/4/4/5/12445.jpg,13.67,13.67,10.94,10.94,EUR,0,0
revita.bg,Начало,Aromandise,100370 (STHEV) ARMD,"Зелен чай Сенча, 18 филтърни пакетчета","Сенча има стимулиращи и ободряващи свойства, които помагат да се устои на физическа и умствена умора",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fzelen-chaj-sencha-18-filtarni-paketcheta,http://revita.bg/img/p/1/2/4/4/4/12444.jpg,12.78,12.78,,,EUR,0,0
revita.bg,Начало,Aromandise,791240 (HBI40) ARMD,"Билкова смес за чай „Зимни вечери“, 100 g","Богата палитра от ароматни вкусове, за да зарадвате вкусовите рецептори в студените зимни дни. Комбинацията от подправки (канела, карамфил), които ни стоплят, плодове за наслада (парченца ябълки, портокалови кори), без да забравяме шипката, използвана от векове ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fbilkova-smes-za-chaj-zimni-vecheri-100-g,http://revita.bg/img/p/1/2/4/1/9/12419.jpg,16.43,16.43,15.94,15.94,EUR,0,0
revita.bg,Начало,Aromandise,012495 (EKAR6) ARMD,"Ароматни пръчици от бездимен тамян против цигарен дим, 40 броя","Излъчва флорални и деликатни акценти на тубероза върху подчертан фон от бяло сандалово дърво, придружен от морската свежест на кумарин. Тамянът е създаден посредстов микро-капсулирана технология, която му позволява да отделя много малко дим.Гамата Karin е ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fprachici-ot-bezdimen-tamyan-s-lek-aromat-protiv-cigaren-dim-40-broya,http://revita.bg/img/p/1/2/4/2/9/12429.jpg,20.24,20.24,,,EUR,0,0
revita.bg,Начало,Aromandise,791226 (HBI38) ARMD,"Билкова смес за чай (с джинджифил, кардамон, кориандър и женско биле), 100 g","Джинджифил, кориандър, женско биле и кардамон допринасят за поддържането на защитните сили на организма и поддържат имунната система. Тези растения помагат в борбата с настинкитеПромоционалната цена се отнася за продукти ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fbilkova-smes-za-chaj-s-dzhindzhifil-kardamon-koriandar-i-zhensko-bile-100-g,http://revita.bg/img/p/1/2/4/2/1/12421.jpg,19,19,11.40,11.40,EUR,0,0
revita.bg,Начало,Aromandise,791233 (HBI39) ARMD,"Билкова смес за чай „Коледна магия“, 60 g","Коледен магически билков чай! Вкусни пикантни и плодови вкусове, които веднага ще ви върнат в детството! За споделяне с любими хора и за вкусни семейни моменти!Промоционалната цена се отнася за продукти със срок на годност ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fbilkova-smes-za-chaj-koledna-magiya-60-g,http://revita.bg/img/p/1/2/4/2/0/12420.jpg,19,19,11.40,11.40,EUR,0,0
revita.bg,Начало,Aromandise,100271 (THEMB5) ARMD,"Матча и овес - тонизираща напитка, 170 g, прах","Тази инстантна напитка е вкусен заместител на кафето и осигурява много енергия. Подходяща за свеж старт на деня или за следобедно ""събуждане"", тя ви помага да бъдете на фокус и в перфектна форма, за да изпълнявате с лекота задачите си. Намалява умствената умора и ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Flate-oves-s-matcha-170-g,http://revita.bg/img/p/1/1/8/9/3/11893.jpg,18.65,18.65,,,EUR,0,0
revita.bg,Начало,Aromandise,790373 (HBI25) ARMD,"Билков чай за отслабване Хилдегарде (Hildegarde), 18 филтърни пакетчета",За редукция и контрол на телесното тегло,//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fbilkov-chaj-za-otslabvane-khildegarde-hildegarde-18-filtarni-paketcheta,http://revita.bg/img/p/1/1/8/9/7/11897.jpg,13.19,13.19,,,EUR,0,0
revita.bg,Начало,Aromandise,100073 (THES01) ARMD,"Разтворим зелен чай Матча, 25 пакетчета",Произведен от млади първокласни листа от чай Gyokuro. Лесен за дозиране,//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fraztvorim-zelen-chaj-matcha-25-paketcheta,http://revita.bg/img/p/1/1/8/9/0/11890.jpg,17.83,17.83,,,EUR,0,0
revita.bg,Начало,Aromandise,795339 (CR14) ARMD,"Кристали с етерично масло от джинджифил (кулинария) - За овкусяване на ястия, сосове, напитки, 10 g","Кристалите се добавят в края на готвенето или се поръсват директно в чинията, могат да се добавят и към напитки",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fkristali-ot-eterichno-maslo-ot-dzhindzhifil-10-g,http://revita.bg/img/p/1/1/8/7/0/11870.jpg,11.02,11.02,,,EUR,0,0
revita.bg,Начало,Aromandise,797692 (KINAKO2) ARMD,"Печена соя Кинако, 200 g прах","Кинако е традиционна японска подправка, приготвена единствено от печени соеви зърна. Използва се за придаване на вкусен аромат на ядки към различни солени ястия, десерти или напитки",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fpechena-soya-kinako-200-g-prakh,http://revita.bg/img/p/1/1/8/8/1/11881.jpg,12.92,12.92,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,036619 (181005) AA,"Соев лецитин – Нормален холестерол и здрав черен дроб, 220 капсули","Лецитинът е важно вещество, което изгражда клетъчните мембрани и подпомага нормалната функция на черния дроб. Той съдържа фосфатидилхолин – ключов елемент за правилния обмен на мазнините в организма.Приемът на соев лецитин може да помогне за ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fsoev-lecitin-normalen-kholesterol-i-zdrav-cheren-drob-220-kapsuli,http://revita.bg/img/p/1/6/9/2/9/16929.jpg,20.16,20.16,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,038552 (083010) AA,"Черна ряпа – Здрав черен дроб, жлъчка и детокс, 20 ампули","Черната ряпа е известна със своите полезни свойства за черния дроб и жлъчката. Тя съдържа вещества, които стимулират отделянето на жлъчен сок и подпомагат разграждането на мазнините. По този начин подпомага нормалната функция на черния дроб, съдейства за ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fcherna-ryapa-zdrav-cheren-drob-zhlachka-i-detoks-20-ampuli,http://revita.bg/img/p/1/6/9/2/8/16928.jpg,11.56,11.56,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,039306 (085030) AA,"Течни микроелементи Йод, Манган и Витамин B12 – Добро храносмилане, енергия и детокс, 20 ампули","Тази формула съчетава три важни елемента, които действат в синхрон за по-добро здраве и жизненост. Йодът подпомага щитовидната жлеза и спомага за изчистването на организма от вредни вещества. Манганът улеснява храносмилането и усвояването на полезните вещества ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Ftechni-mikroelementi-jod-mangan-i-vitamin-b12-dobro-khranosmilane-energiya-i-detoks-20-ampuli,http://revita.bg/img/p/1/6/9/2/7/16927.jpg,23.35,23.35,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,039245 (085024) AA,"Течни микроелементи Мед и Цинк – Силен имунитет и енергия, 20 ампули","Комбинацията от мед и цинк е чудесна подкрепа за организма, особено когато се чувствате отпаднали или сте податливи на настинки. Цинкът е важен за силния имунитет, помага срещу умората и поддържа кожата, косата и ноктите в добро състояние. Медта действа ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Ftechni-mikroelementi-med-i-cink-silen-imunitet-i-energiya-20-ampuli,http://revita.bg/img/p/1/6/9/2/6/16926.jpg,23.35,23.35,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,039320 (085032) AA,"Течни микроелементи Магнезий, Фосфор и Манган – За спокойствие, добър сън и тонус, 20 ампули","Тази комбинация от три важни минерала помага на организма да се справи със стреса и умората. Магнезият успокоява нервната система, подпомага по-добрия сън и нормалната работа на сърцето. Фосфорът е необходим за производството на енергия и за здрави кости. Манганът ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Ftechni-mikroelementi-magnezij-fosfor-i-mangan-za-spokojstvie-dobar-san-i-tonus-20-ampuli,http://revita.bg/img/p/1/6/9/2/5/16925.jpg,23.35,23.35,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,038651 (083026) AA,"Сок от мангостан – Енергия и силен имунитет, 500 ml","Мангостанът е вкусен тропически плод, който съдържа ценни вещества като ксантони и полифеноли – естествени антиоксиданти, които предпазват клетките от стареене. Той е богат и на витамини C, A и група B, както и на важни минерали – цинк, магнезий, калий и ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fsok-ot-mangostan-energiya-i-silen-imunitet-500-ml,http://revita.bg/img/p/1/6/9/2/4/16924.jpg,42.07,42.07,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,046342 (080164) AA,"Зеленоуста мида – Здрави стави и подвижност, 1500 mg, 90 капсули","Екстракт от новозеландска зеленоуста мида – подпомага нормалната ставна функция, подвижността и комфорта при движение. Подходящ при скованост, физическо натоварване и с напредване на възрастта",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fzelenousta-mida-zdravi-stavi-i-podvizhnost-1500-mg-90-kapsuli,http://revita.bg/img/p/1/5/7/2/2/15722.jpg,28.88,28.88,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,031638 (033004) AA,"Масло от сладък бадем – За мека и подхранена кожа, 250 ml","100% чисто масло от сладък бадем – овлажнява, подхранва и успокоява кожата. Подходящо за всички типове кожа, включително чувствителна. Идеално за масаж, самостоятелно приложение или смесване с етерични масла",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fmaslo-ot-sladak-badem-za-meka-i-podkhranena-kozha-250-ml,http://revita.bg/img/p/1/5/7/2/0/15720.jpg,12.5,12.5,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,039610 (092120) AA,"Витаминен и минерален комплекс – За енергия и имунитет, 120 капсули","Пълен спектър от 23 витамина и минерала – включително витамин C, D3, B-комплекс, желязо, цинк и селен – подпомага енергийния метаболизъм, имунната система и общото състояние на организма. Само 1 капсула дневно",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fvitaminen-i-mineralen-kompleks-za-energiya-i-imunitet-120-kapsuli,http://revita.bg/img/p/1/5/7/2/1/15721.jpg,25.05,25.05,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,040401 (080073) AA,"Жълт кантарион + шафран, L-триптофан и витамин B6 – За настроение, здрав сън и емоционален баланс, 60 таблетки","Hipericalm Plantis® комбинира жълт кантарион, патентован шафран Affron®, L-триптофан и витамин B6 – съставки с доказана роля за поддържане на позитивно настроение, психическо спокойствие и добър сън. Подходящ при стрес, напрежение и емоционален ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fzhalt-kantarion-shafran-l-triptofan-i-vitamin-b6-za-nastroenie-zdrav-san-i-emocionalen-balans-60-tabletki,http://revita.bg/img/p/1/4/6/9/1/14691.jpg,35.43,35.43,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,042702 (057103) AA,"Прометабол GLP-1 – Отслабване и балансирана кръвна захар, 60 капсули","С патентования Metabolaid® – комбинация от хибискус и лимонова върбинка – Прометабол GLP подпомага естественото производство на GLP-1, хормон, свързан с контрола на апетита и гликемичния баланс. Допълнен с цинк, витамин B6 и биотин за нормален метаболизъм на ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fprometabol-glp-1-otslabvane-i-balansirana-kravna-zakhar-60-kapsuli,http://revita.bg/img/p/1/4/6/9/2/14692.jpg,29.33,29.33,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,038705 (080030) AA,"Колинакор (Colinacor) – За здраво сърце и контрол на холестерола, 60 капсули","Колинакор подкрепя сърцето и черния дроб с холин, витамини B6, B12 и фолиева киселина – мощна формула за контрол на холестерола и нормално кръвообращение. Подходящ при повишен сърдечно-съдов риск, умора и нужда от метаболитен баланс",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fkolinakor-colinacor-za-zdravo-sarce-i-kontrol-na-kholesterola-60-kapsuli,http://revita.bg/img/p/1/4/1/2/1/14121.jpg,13.41,13.41,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,037456 (092025) AA,"AntiOx complex - Клетъчна защита, 60 капсули","Мощна формула с витамини A, C, E, селен, алфа-липоева киселина, ликопен и коензим Q10 за защита на клетките от оксидативен стрес. Подпомага имунитета, жизнеността и общото здраве, подходяща за вегани, без глутен и лактоза",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fantiox-complex-kletachna-zasshita-60-kapsuli,http://revita.bg/img/p/1/4/0/5/6/14056.jpg,12.31,12.31,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,037821 (092016) AA,"Мелатонин + L-Триптофан + Витамини B6 и B12 – Спокоен сън и релакс, 60 капсули","Комбинация от мелатонин, L-триптофан и витамини B6 и B12 за подпомагане на нормалния сън. Формулата допринася за по-бързо заспиване, по-спокоен нощен сън и събуждане с повече енергия и свежест",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fmelatonin-l-triptofan-vitamini-b6-i-b12-spokoen-san-i-relaks-60-kapsuli,http://revita.bg/img/p/1/4/0/5/2/14052.jpg,11.86,11.86,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,046076 (092050) AA,"Магнезий (малат) – Енергия, издръжливост и здраво сърце, 90 mg, 60 капсули","Магнезий под формата на малат за поддържане на нормалната мускулна функция, жизнеността и работата на сърцето. Подходящ и за активни хора и вегани, без съдържание на глутен и лактоза",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fmagnezij-malat-energiya-izdrazhlivost-i-zdravo-sarce-90-mg-60-kapsuli,http://revita.bg/img/p/1/4/0/5/4/14054.jpg,17.38,17.38,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,035612 (092032) AA,"Грифония + ГАБА + Шафран + Витамини B2, B6 и B12 – Баланс и спокойствие, 60 капсули","Формула с грифония, ГАБА, екстракт от шафран и витамини B2, B6 и B12 за подпомагане на нервната система и емоционалното равновесие. Допринася за по-спокоен ум, позитивно настроение и психическа устойчивостдепрес",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fgrifoniya-gaba-shafran-vitamini-b2-b6-i-b12-balans-i-spokojstvie-60-kapsuli,http://revita.bg/img/p/1/4/0/5/5/14055.jpg,20.99,20.99,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,038347 (092049) AA,"ГАБА 500 mg + Витамин B6 1.4 mg – Спокойствие и нервен баланс, 60 капсули","Формула с гама-аминомаслена киселина и витамин B6 за подкрепа на нервната система и психическото равновесие. Подходяща за вегани, без глутен и лактоза, допринася за усещане за спокойствие и емоционален комфорт",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fgaba-500-mg-vitamin-b6-14-mg-spokojstvie-i-nerven-balans-60-kapsuli,http://revita.bg/img/p/1/4/0/5/7/14057.jpg,15.3,15.3,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,044805 (072100) AA,"Лавандула (масло) – За релакс, емоционален баланс и спокоен сън, 80 mg, 60 капсули","Меко природно средство срещу стрес с етерично масло от Lavandula angustifolia – допринася за успокояване на нервната система, по-лесно заспиване и пълноценен сън. Подходящо при тревожност, напрежение и психическа умора",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Flavandula-maslo-a-relaks-emocionalen-balans-i-spokoen-san-80-mg-60-kapsuli,http://revita.bg/img/p/1/3/7/4/7/13747.jpg,13.23,13.23,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,049527 (122103) AA,"Сироп за деца за подсилване на апетита с пчелен прашец, лайка и витамин B12, 250 ml","Нежна растителна формула с пчелен прашец, лайка, хининова кора, тинтява и витамин B12 – стимулира апетита, подпомага редовното хранене и укрепва организма. Подходящ при липса на апетит, тревожност и отпадналост, като успокоява стомаха и съдейства за ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fsirop-za-deca-za-podsilvane-na-apetita-s-pchelen-prashec-lajka-i-vitamin-b12-250-ml,http://revita.bg/img/p/1/3/7/4/8/13748.jpg,19.28,19.28,15.42,15.42,EUR,0,0
revita.bg,Начало,Artesania Agricola,034554 (089003) AA,"Див конски кестен – При разширени вени, отоци и тежест в краката, 50 ml (без алкохол)","Растителна тинктура без алкохол с глицеринов разтвор от семена на див конски кестен – подпомага микроциркулацията и заздравява стените на кръвоносните съдове. Намалява усещането за тежест, подуване и умора в краката, спомага при разширени вени и отоци, и ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fdiv-konski-kesten-pri-razshireni-veni-otoci-i-tezhest-v-krakata-50-ml-bez-alkokhol,http://revita.bg/img/p/1/3/7/4/5/13745.jpg,12.42,12.42,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,037227 (080155) AA,"Спрей за гърло с ехинацея, прополис и мащерка – При дразнене, болка и възпалено гърло, 30 ml","Натурален растителен спрей с ехинацея, прополис и мащерка – облекчава болката, сухотата и дразненето в гърлото. Подходящ при първи симптоми на настинка, вирусни и бактериални инфекции, затруднено преглъщане и зачервено гърло. За бързо успокояване и комфорт ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fsprej-za-garlo-s-ekhinaceya-propolis-i-massherka-pri-draznene-bolka-i-vazpaleno-garlo-30-ml,http://revita.bg/img/p/1/3/7/4/6/13746.jpg,11.47,11.47,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,008623 (080113) AA,"Лъвска грива – Памет, концентрация и нервна защита, 60 капсули","Екстракт от гъбата Лъвска грива – подпомага умствената концентрация, паметта и здравето на нервната система чрез естествена неврозащита. Подходяща при стрес, умствено напрежение и за поддържане на когнитивната острота",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Flavska-griva-pamet-koncentraciya-i-nervna-zasshita-60-kapsuli,http://revita.bg/img/p/1/3/6/9/0/13690.jpg,24.81,24.81,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,045529 (080128) AA,"ПЕА + витамин C, B2, B6 и манган - При възпаления и нервно напрежение, 60 капсули","Формула с ПЕА (палмитоилетаноламид), витамини и манган – подпомага естествения противовъзпалителен отговор и нормалната функция на нервната система. Подходяща при хроничен дискомфорт, умора и стрес",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fpea-vitamin-c-b2-b6-i-mangan-pri-vazpaleniya-i-nervno-naprezhenie-60-kapsuli,http://revita.bg/img/p/1/3/6/9/2/13692.jpg,41.39,41.39,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,043730 (060050) AA,"Прополис + витамин C, сироп за деца – За гърло и силен имунитет, Propolina, 150 ml","Прополис + витамин C, сироп за деца – подпомага имунната система и облекчава дразненето в гърлото. С натурален вкус, подходящ за ежедневна подкрепа на здраветомедмаще",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fpropolis-vitamin-c-sirop-za-deca-za-garlo-i-silen-imunitet-propolina-150-ml,http://revita.bg/img/p/1/3/6/8/9/13689.jpg,13.45,13.45,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,039115 (085161) AA,"Течни минерали за здраве и енергия, 100 ml","Богата формула от течни минерали за подобряване общото състояние на организма. Подсилва имунитета, поддържа основни жизнени функции, осигурява повече енергия",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Ftechni-minerali-za-zdrave-i-energiya-100-ml,http://revita.bg/img/p/1/3/0/9/9/13099.jpg,20.35,20.35,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,036572 (125020) AA,"Енергия и тонус Optimax, стак, 30 ампули за пиене + 30 капсули витамини минерали, 30 капсули антиоксиданти","За ефективно повишаване на енергията и тонуса през целия ден. Продуктът стимулира метаболизма, подпомага борбата с умората и стреса и допринася за поддържането на общото здравословно състояние",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fenergiya-i-tonus-optimax-stak-30-ampuli-za-piene-30-kapsuli-vitamini-minerali-30-kapsuli-antioksidanti,http://revita.bg/img/p/1/3/0/9/7/13097.jpg,52.33,52.33,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,036909 (080145) AA,"Формула за простата - Простафол (Prostaflavol), 90 капсули",Специално формулирана за поддържане на здравето на простатата и оптимална уринарна функция. Натуралните съставки помагат за намаляване на възпаленията и осигуряват комфорт,//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fformula-za-prostata-prostafol-prostaflavol-90-kapsuli,http://revita.bg/img/p/1/3/0/9/8/13098.jpg,45.11,45.11,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,043662 (122101) AA,"Настинка и грип - Билков сироп с витамин С - Експекто (Expecto), 250 ml",Стимулира имунната система и подпомага здравето на дихателната система. Той ефективно облекчава симптомите на настинки и подпомага естествената защита на организма за по-бързо възстановяване,//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fnastinka-i-grip-bilkov-sirop-s-vitamin-s-ekspekto-expecto-250-ml,http://revita.bg/img/p/1/3/1/0/0/13100.jpg,14.18,14.18,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,08425 (080151) AA,"Стрес и добро настроение - Л-Теанин (екстракт от зелен чай), 60 капсули","Натурален продукт, извлечен от зелей чай, за успокояване на стреса и напрежението",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fstres-i-dobro-nastroenie-l-teanin-ekstrakt-ot-zelen-chaj-60-kapsuli,http://revita.bg/img/p/1/2/5/0/7/12507.jpg,11.66,11.66,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,035643 (031152) AA,"Хидратиращ крем за лице с маслиново масло, витамин Е и хиалурнова киселина SPF15, 50 ml","Крем с натурални съставки, осигуряващ цялостна грижа за кожата",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fkhidratirassh-krem-za-lice-s-maslinovo-maslo-vitamin-e-i-khialurnova-kiselina-spf15-50-ml,http://revita.bg/img/p/1/2/5/0/1/12501.jpg,15.38,15.38,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,034585 (089006) AA,"Памет и концентрация - Гинко билоба (тинктура без алкохол), 50 ml капки","Подобрява кръвообращението, паметта, концентрацията и мозъчната дейностПромоционалната цена се отнася за продукти със срок на годност до 31.05.2026 г. и до изчерпване на количествата. Ако желаете да поръчате ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fpamet-i-koncentraciya-ginko-biloba-tinktura-bez-alkokhol-50-ml-kapki,http://revita.bg/img/p/1/2/5/0/2/12502.jpg,12.42,12.42,6.21,6.21,EUR,0,0
revita.bg,Начало,Artesania Agricola,034561 (089004) AA,"Коса, кожа и нокти - Полски хвощ (тинктура без алкохол), 50 ml капки","Натурален лек при проблеми с косата, кожата и ноктите",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fkosa-kozha-i-nokti-polski-khvossh-tinktura-bez-alkokhol-50-ml-kapki,http://revita.bg/img/p/1/2/5/0/3/12503.jpg,12.42,12.42,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,036701 (181020) AA,"За силен имунитет и укрепване на организма - Омега 3-6-9 + Витамини С, В3, В6 и Цинк, 100 капсули",Подпомага работата на всички органи и системи в човешкото тяло,//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fza-silen-imunitet-i-ukrepvane-na-organizma-omega-3-6-9-vitamini-s-v3-v6-i-cink-100-kapsuli,http://revita.bg/img/p/1/2/3/8/4/12384.jpg,13.01,13.01,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,038491 (080153) AA,"Формула за подобряване на слуха, 60 капсули","Специално подбрани билки и минерали, които повлияват благоприятно на слуха",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fformula-za-podobryavane-na-slukha-plantis-30-kapsuli,http://revita.bg/img/p/1/2/3/8/2/12382.jpg,27.48,27.48,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,039214 (085021) АА,"Здрави кости и силен имунитет - Мед + Манган, 20 ампули за пиене",За здрави кости и силен имунитет,//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fzdravi-kosti-i-silen-imunitet-med-mangan-plantis-20-ampuli-za-piene,http://revita.bg/img/p/1/1/3/7/9/11379.jpg,21.18,21.18,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,040265 (031149) AA,"Хидратиращ крем за ръце с алое вера и урея 20%, 100 ml","За свежа, красива и подхранена кожа",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fkhidratirassh-krem-za-race-s-aloe-vera-i-ureya-20-100-ml,http://revita.bg/img/p/1/1/3/8/0/11380.jpg,11.56,11.56,,,EUR,0,0
revita.bg,Начало,Artesania Agricola,043129 (080030) АА,"Храносмилателна, имунна и дихателна системи - Риган (масло), 60 капсули","Подпомага нормалното състояние на имунната, дихателната и храносмилателната система",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fkhranosmilatelna-imunna-i-dikhatelna-sistemi-rigan-maslo-plantis-60-kapsuli,http://revita.bg/img/p/1/1/3/8/1/11381.jpg,13.41,13.41,,,EUR,0,0
